文章标题,发表时间,阅读数,医生,医院,科室,文章
无痛胃（肠）镜检查是什么样的？, 2019-04-04 15:09,448,刘加宁,南京鼓楼医院集团宿迁市人民医院,消化科,随着人们对健康意识的提高，每年常规的体检对于发现身体的疾患有很大一部分帮助。胃镜对于诊断胃及十二指肠疾病具有很大的优势。但是大家一听说胃镜检查就会想到有一根黑色的粗管子顺咽喉进入到胃内，有种“不寒而栗”的感觉，同时产生恐惧。这时候无痛胃镜检查就体现出一定的优势。美丽护师姐姐会先帮我们打一个吊针，然后帅气的麻醉医师帮我们推丙泊酚麻醉药（俗称“牛奶”），这样我们就很快进入梦乡，美美的睡上一觉，醒来时胃镜检查已经结束。这就是无痛胃镜检查。虽然无痛胃镜检查在很大程度上是安全的，但是也存在一定的风险。这就要求我们进行无痛胃镜检查时注意以下事项：　　1.检查前禁食禁饮6小时以上，需要有家属陪同。　　2.患者清醒初期，会有一过性的头重脚轻现象，动作常不协调，容易摔倒或坠床，因此要有家属陪伴，在检查室休息半小时左右，无异常后方可离开，以免发生意外，检查后2小时内有人陪护。　　3.检查后24小时内不饮酒，不驾车，不操纵复杂的机器或仪器，不参加工作讨论和决策。　　4.检查后2小时内忌饮含酒精饮料，饮食从少量清淡流质开始，逐渐增量，以不出现胃胀痛恶心或呕吐为原则。　　5.检查前一周没有发生急性上呼吸道感染性疾病，无严重的心肺系统疾病。　　6.检查前需要常规进行心电图检查，血压监测。　　了解了以上这些，胃镜检查就变得非常轻松！
慢性萎缩性胃炎会癌变吗？, 2019-04-03 18:25,404,刘加宁,南京鼓楼医院集团宿迁市人民医院,消化科,在消化科门诊及住院病人中，经常可以见到一些忧心忡忡的患者，他们拿着萎缩性胃炎的胃镜及病理报道来咨询：“主任，我这胃已经萎缩了，下一步是不是就是胃癌了？这种病是不是很危险，平时应该怎么治疗和预防等等”。患者带有不同程度的紧张和焦虑。那么，什么是慢性萎缩性胃炎？到底什么时候会发生癌变？现在就让我们来了解一下。　　慢性萎缩性胃炎并不是胃的体积变小了，进食减少了，而是以胃黏膜上皮和腺体萎缩，数目减少，胃黏膜变薄，黏膜基层增厚，或伴幽门腺化生和肠腺化生，或有不典型增生为特征的慢性消化系统疾病。发病原因主要是与幽门螺旋杆菌（HP）感染，吸烟，饮酒，食物刺激，损坏胃黏膜的药物，免疫等因素引起。大多数慢性萎缩性胃炎预后良好。那么慢性萎缩性胃炎癌变概率有多大呢？仅少数会癌变（多数研究发现癌变率不超过3％）。单纯的萎缩性胃炎只是胃癌的背景性疾病，当进一步出现肠上皮化生和异型增生时就被看做是癌前病变。慢性萎缩性胃炎演变为胃癌一般要经过一下步骤：肠上皮化生→异型增生→胃癌。特别是萎缩性胃炎伴有中度以上肠化生及异型增生更具有癌变的危险性。值得注意的是：一旦胃黏膜出现不典型增生，癌变机会明显增加。因此，早期的胃镜检查发现、早诊断、早治疗显得尤为重要。另外在生活饮食上保持乐观的心态，养成良好的饮食习惯，避免刺激性的饮食夜同等重要。
附子理中丸的副作用, 2019-03-20 18:15,86055,赵宁,北京大学第一医院,药剂科,附子理中丸由附子（制）、人参、（炒）白术、干姜、甘草五味中药组成。其中附子为毒性中药，临床报道附子的副作用也相对较多。在附子理中丸药品说明书“不良反应”项下，标注为“尚不明确”。作为治疗脾胃虚寒的经典中药，附子理中丸的副作用主要来源于附子。　　附子主要含乌头碱、次乌头碱等生物碱类成分，具有毒性。此类成分易在消化道吸收，药理作用可兴奋交感神经，而后抑制各种神经末梢及中枢神经系统。中毒患者主要表现为口唇、舌及四肢麻木，流涎，恶心，心悸，视物模糊，言语不清，心律失常等。中药副作用一般是叠加累积所致，虽然附子理中丸中所用为制附子，但如果长期或超量服用，仍可使体内乌头碱含量蓄积而达到中毒剂量水平。特别是老年体弱、排泄功能不全患者，由于其自身代谢能力较差，长时间服用出现副作用的几率会增加。因此服用此药应严格遵循医嘱，适量适度服用。
附子理中丸的功效与作用, 2019-03-20 18:14,38653,赵宁,北京大学第一医院,药剂科,附子理中丸为《太平惠民和剂局方》中的经典方剂，药物组成包括附子（制）、人参、（炒）白术、干姜、甘草。其功效为温中健脾，中医临床用于治疗脾胃虚寒、脘腹疼痛、呕吐、泻痢、四肢厥冷等病症[1]。　　现代医学临床中[2]，附子理中丸主要用于治疗消化系统疾病，如功能性消化不良、慢性胃炎、腹泻型肠易激综合征、慢性结肠炎、小儿腹泻等。除此之外，该药也应用于特发性水肿、口腔溃疡、顽固性呃逆等疾病。　　近年来，关于附子理中丸也有较新的临床应用报道，如胃、十二指肠溃疡，胃神经官能症，各类出血性疾病、风湿性心脏病、肺心病、窦性心动过缓等。此外对小儿肺炎、小儿慢惊风及尿失禁、急性胰腺炎、糖尿病、腰肌劳损及部分男科疾病等也有一定的疗效。
香砂养胃丸的副作用, 2019-03-20 15:54,21579,赵宁,北京大学第一医院,药剂科,香砂养胃丸是我国国家基本药物目录收录中成药，安全性较好，药品说明书没有明确记载不良反应。但临床使用需要辩证施治，才能取得较好临床效果。　　在一项香砂养胃丸联合马来酸曲美布汀在老年功能性消化不良患者中的应用效果研究中，57例患者中仅有1例出现头晕，2例出现嗜睡，不良反应轻微。蒋春梅采用香砂养胃丸联合替普瑞酮胶囊治疗慢性萎缩性胃炎的研究中，25例患者中3例出现恶心，2例出现呕吐，1例出现隐痛，总体安全性良好。　　合理使用也是确保用药安全性的前提。香砂养胃丸在服用过程中还需要注意饮食清淡，忌烟酒、辛辣、生冷和油腻；胃阴虚患者主要表现为口干欲饮、大便干结、小便短少者不宜使用；过敏体质者慎用；有高血压、心脏病、肝病和肾病等慢性病严重者应在医师指导下服用。
香砂养胃丸的功效与作用, 2019-03-20 15:53,28886,赵宁,北京大学第一医院,药剂科,香砂养胃丸是我国《国家基本药物目录2012年版》收录中药制剂。处方组成包括白术、木香、砂仁、豆蔻（去壳）、广藿香、陈皮、姜厚朴、醋香附、茯苓、枳实（炒）、姜半夏和甘草。白术用于补气健脾，燥湿利水；木香用于和胃止痛；砂仁用于醒脾开胃，此三味为君药。陈皮、厚朴、香附共为臣药，用于理气和中，燥湿除积，理气止痛。茯苓、枳实和半夏为佐药，用于健脾利湿，破气消积，降逆止呕。甘草为使药，用于调和诸药。　　香砂养胃丸的功能主要是温中和胃，主治胃阳不足、湿阻气滞所致的胃涌、痞满，症见胃痛隐隐、脘闷不舒、呕吐酸水、嘈杂不适、不思饮食、四肢倦怠。　　现代药理学研究表明，香砂养胃丸具有调节消化液分泌，调整胃肠功能，抗溃疡、抑菌和利胆作用。有临床验证表明，香砂养胃丸还可以用于治疗呼吸道感染、老年性肠功能紊乱。
奥美拉唑肠溶胶囊的副作用, 2019-03-20 15:51,39484,赵宁,北京大学第一医院,药剂科,奥美拉唑肠溶胶囊的耐受性较好，不良反应可能包括：　　1、消化系统：可有口干、轻度恶心、呕吐、腹胀、便秘、腹泻、腹痛等；丙氨酸氨基转移酶(ALT)、天门冬氨酸氨基转移酶(AST)和胆红素可有升高，一般是轻微和短暂的，大多不影响治疗。另外国外资料报道在长期使用奥美拉唑治疗的患者的胃体活检标本中可观察到胃粘膜细胞增生或萎缩性胃炎的表现。　　2、神经精神系统：可有感觉异常、头晕、头痛、嗜睡、失眠、外周神经炎等。　　3、代谢/内分泌系统：长期应用奥美拉唑可导致维生素B12缺乏。　　4、其他：可有皮疹、男性乳房发育、溶血性贫血等。　　用药过量的表现包括：　　1、视物不清、意识模糊、出汗、嗜睡、口干、颜面潮红、头痛、恶心、心动过速或心律不齐等。　　2、用药过量的处理：主要为对症和支持治疗。　　奥美拉唑不易被透析，如果意外过量服用应立即处理。
老是打嗝怎么办, 2019-03-12 19:13,43609,刘敏,北京中医药大学东直门医院,消化科,打嗝是日常生活中经常碰到的，是一个常见的表现，许多人都有打嗝的经历，出现打嗝应该怎么办？需要查找引起打嗝的原因，通常可以分为生理性打嗝和病理性打嗝。　　1、生理性打嗝多与饮食有关，特别是饮食过饱、过快，摄入过热或过冷的食物饮料、饮酒等，外界温度变化和过度吸烟亦可引起，生理性打嗝的频率是偶发并且微弱，是一过性的，往往不知不觉自愈，可以通过饮食调理和饮食注意来避免打嗝的发生。　　2、病理性打嗝发生频率较高，持续时间长，多见于心脏疾病、肺炎、胃酸反流、肾脏疾病以及脑血栓等。如果出现顽固的打嗝情况，需要及时到医院就诊，查找原因，积极进行病因治疗，同时不要吃辛辣刺激的食物，禁食烟酒。　　综上所述，如果出现打嗝，不要着急，可能一会就好了，避免不必要和盲目的就诊；如果持续时间较长或发作频繁，建议到医院做系统的检查，以免延误病情。
肠胃炎吃什么消炎药, 2019-03-12 19:01,90636,刘敏,北京中医药大学东直门医院,消化科,一般急性肠胃炎是因为平时生活中饮食不洁、不规律导致的，可以通过注意平时的饮食卫生，不要暴饮暴食，提高机体免疫力来避免肠胃炎的发生。如果伴有细菌、病毒、真菌、寄生虫感染就需要用相应的药物来进行抗感染治疗。所以说，急性肠胃炎的用药，需要根据患者的具体症状，而不能随意自行使用消炎药治疗。　　急性肠胃炎患者首先需要卧床休息，病情轻者口服葡萄糖、电解质液以补充体液的丢失，鼓励摄入清淡流质或半流质食物，以防止脱水或者治疗轻微的脱水。必要时给予止吐药和解除胃肠痉挛的药物，还有止泻的药物。如颠茄、蒙脱石散。有感染情况时，再选用消炎药。　　对于消炎药物的具体用药请结合临床，以医生面诊指导为准可根据大便常规检查，选用针对性的用药。　　所以，肠胃炎患者，需不需要吃消炎药，吃什么消炎药，还要根据患者的情况及检查结果而定，建议患者遵医嘱用药，而不要自行使用消炎药。
萎缩性胃炎是什么病, 2019-03-12 18:57,52527,刘敏,北京中医药大学东直门医院,消化科,萎缩性胃炎也称慢性萎缩性胃炎，以胃黏膜上皮和腺体萎缩，数目减少，胃黏膜变薄，黏膜肌层增厚，或伴幽门腺化生和肠腺化生，也有不典型增生为特征的慢性消化系统疾病。常表现为上腹部隐痛、胀满、嗳气、食欲不振，或消瘦、贫血等，无特异性。　　它的致病因素主要是幽门螺旋杆菌。当幽门螺旋杆菌经口进入胃内，部分会被胃酸杀灭，部分则附着于胃窦部黏液层，定居于粘液层于胃窦黏膜上皮细胞表面，一般不侵入胃腺和固有层内。幽门螺旋杆菌产生的尿酸酶可分解尿素，产生的氨可中和反渗入黏液内的胃酸，形成有利于幽门螺旋杆菌定居和繁殖的局部微环境，使感染慢性化。除此之外，饮食习惯、免疫因素、体质因素、遗传等因素也会导致本病的出现。　　当病变扩展至腺体深部，腺体破坏、数量减少，固有层纤维化，黏膜变薄。根据是否伴有化生而分为非化生性萎缩及化生性萎缩等，以胃角为中心，波及胃窦及胃体的多灶萎缩发展为胃癌的风险增加。　　总之，当出现类似症状或诊断为萎缩性胃炎时，应早就医诊治，在医生指导下进行规范治疗。
